Claim,Source,Truth,Sentence_len,Type,Word_avg_len,NN_ratio,NNS_ratio,NNP_ratio,NNPS_ratio,PRP_ratio,PRP$_ratio,WP_ratio,WP$_ratio,Noun_ratio,VB_ratio,VBD_ratio,VBG_ratio,VBN_ratio,VBP_ratio,VBZ_ratio,Verb_ratio,JJ_ratio,JJR_ratio,JJS_ratio,Adj_ratio,RB_ratio,RBR_ratio,RBS_ratio,WRB_ratio,Adv_ratio,CC_ratio,CD_ratio,DT_ratio,EX_ratio,FW_ratio,IN_ratio,LS_ratio,MD_ratio,PDT_ratio,POS_ratio,RP_ratio,SYM_ratio,TO_ratio,UH_ratio,WDT_ratio,Function_ratio,Content_ratio
Hospitals Must Report COVID Data or Be Penalized,CoAID,TRUE,8,8,5.125,0,12.5,62.5,0,0,0,0,0,75,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,87.5
Evolution of Pandemic Coronavirus Outlines Path from Animals to Humans,CoAID,TRUE,10,10,6.1,10,10,50,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,30,70
5 Persistent myths about coronavirus and why they are un1.,CoAID,TRUE,10,10,4.9,10,10,0,0,10,0,0,0,30,0,0,0,0,10,0,10,20,0,0,20,0,0,0,10,10,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,30,70
First U.S. Case of China Coronavirus Diagnosed,CoAID,TRUE,7,7,5.714285714,0,0,71.42857143,0,0,0,0,0,71.42857143,0,14.28571429,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428572
LA Offers All Residents Free COVID-19 Tests,CoAID,TRUE,7,7,5.285714286,0,14.28571429,85.71428571,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"Rolling out contact tracing in Illinois a daunting task, but essential, expert says",ReCOVery,TRUE,13,13,5.615384615,23.07692308,0,7.692307692,0,0,0,0,0,30.76923077,0,0,15.38461538,0,0,7.692307692,23.07692307,15.38461538,0,0,15.38461538,0,0,0,0,0,7.692307692,0,7.692307692,0,0,7.692307692,0,0,0,0,7.692307692,0,0,0,0,30.76923077,69.23076922
10 companies boosting benefits so employees don't feel isolated or lonely in the middle of the coronavirus crisis,ReCOVery,TRUE,18,17,5.333333333,16.66666667,16.66666667,0,0,0,0,0,0,33.33333334,5.555555556,0,5.555555556,0,5.555555556,0,16.66666667,5.555555556,0,0,5.555555556,16.66666667,0,0,0,16.66666667,5.555555556,5.555555556,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,0,0,33.33333333,72.22222223
Interim Operational Considerations for Implementing the Shielding Approach to Prevent COVID-19 Infections in Humanitarian Settings,CoAID,TRUE,15,15,7.733333333,6.666666667,0,46.66666667,0,0,0,0,0,53.33333334,6.666666667,0,13.33333333,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,13.33333333,0,0,0,0,0,0,6.666666667,0,0,26.66666666,73.33333333
Alleged US case of SARS-CoV-2 reinfection raises questions,CoAID,TRUE,8,8,6.375,25,12.5,37.5,0,0,0,0,0,75,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,87.5
NIH expands clinical trials to test convalescent plasma against COVID-19,CoAID,TRUE,10,10,6.3,20,10,20,0,0,0,0,0,50,10,0,0,0,0,10,20,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,20,80
"Tiger Woods, Phil Mickelson team with Tom Brady and Peyton Manning for golf event",ReCOVery,TRUE,14,14,5,21.42857143,0,50,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,0,0,0,0,0,7.142857143,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,21.42857143,78.57142857
Doc Suspended for Exposing Poor Social-Distancing Practices,CoAID,TRUE,7,7,7.571428571,0,14.28571429,71.42857143,0,0,0,0,0,85.71428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428572
Rapid Test for the Determination of Antibodies Against Sars-Cov-2,CoAID,TRUE,9,9,6.333333333,0,0,44.44444444,11.11111111,0,0,0,0,55.55555555,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,11.11111111,0,0,22.22222222,0,0,0,0,0,0,0,0,0,33.33333333,66.66666666
Interim Guidance for Implementing Safety Practices for Critical Infrastructure Workers Who May Have Had Exposure to a Person with Suspected or Confirmed COVID-19,CoAID,TRUE,23,22,6.043478261,0,0,60.86956522,4.347826087,0,0,0,0,65.21739131,0,0,0,4.347826087,0,0,4.347826087,4.347826087,0,0,4.347826087,0,0,0,0,0,4.347826087,0,4.347826087,0,0,13.04347826,0,0,0,0,0,0,4.347826087,0,0,26.08695652,73.91304348
"COVID-19 Recommendations for Pet Stores, Pet Distributors, and Pet Breeding Facilities",CoAID,TRUE,11,9,7.090909091,0,18.18181818,36.36363636,18.18181818,0,0,0,0,72.72727272,0,0,0,0,0,0,0,9.090909091,0,0,9.090909091,0,0,0,0,0,9.090909091,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,18.18181818,81.81818181
Potential COVID-19 Plateau Seen in NY and NJ,CoAID,TRUE,8,8,4.625,0,0,62.5,0,0,0,0,0,62.5,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,25,75
"Apple, Google and Sony will be critical to MLB season shortened by coronavirus",COVID Fake News Dataset,TRUE,13,13,5.230769231,15.38461538,0,30.76923077,0,0,0,0,0,46.15384615,7.692307692,0,0,7.692307692,0,0,15.38461538,7.692307692,0,0,7.692307692,0,0,0,0,0,7.692307692,0,0,0,0,7.692307692,0,7.692307692,0,0,0,0,7.692307692,0,0,30.76923077,69.23076923
Skin Changes With COVID-19: What We Know and Don't Know,CoAID,TRUE,10,9,4.6,0,10,20,0,10,0,10,0,50,10,0,0,0,20,0,30,0,0,0,0,10,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,90
Transmission Dynamics of COVID-19 Outbreaks Associated with Child Care Facilities - Salt Lake City,CoAID,TRUE,14,14,6.071428571,0,0,78.57142857,0,0,0,0,0,78.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,78.57142857
Black Doctors' Group Creates Panel to Vet Vaccine,CoAID,TRUE,8,8,5.25,0,0,87.5,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,25,87.5
COVID-19 Employer Information for Offshore Oil and Gas,CoAID,TRUE,8,8,5.875,0,0,75,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,25,75
6 Feet May Not Be Enough: Wind May Carry Coronavirus Farther,CoAID,TRUE,11,10,4.545454545,0,0,81.81818182,0,0,0,0,0,81.81818182,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,9.090909091,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,90.90909091
National Guard Mobilized to Help Hard-Hit States,CoAID,TRUE,7,7,6,0,0,57.14285714,14.28571429,0,0,0,0,71.42857143,14.28571429,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,85.71428572
The future of bars and nightlife after COVID-19,ReCOVery,TRUE,8,8,5,25,12.5,12.5,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,25,0,0,0,0,0,0,0,0,0,50,50
People Experiencing Homelessness,CoAID,TRUE,3,3,10,0,33.33333333,66.66666667,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
White House panel: Build new tech infrastructure for future jobs,ReCOVery,TRUE,10,10,5.5,30,10,30,0,0,0,0,0,70,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,90
Wall Street's most-photographed broker details his 47 days battling the coronavirus and transitioning to recovery: 'There is collateral damage',ReCOVery,TRUE,19,19,6.578947368,21.05263158,10.52631579,10.52631579,0,0,5.263157895,0,0,47.36842106,0,0,10.52631579,0,0,5.263157895,15.78947369,10.52631579,0,0,10.52631579,0,0,0,0,0,5.263157895,5.263157895,5.263157895,5.263157895,0,0,0,0,0,5.263157895,0,0,5.263157895,0,0,31.57894737,73.68421053
Stomach Ills May Signal COVID-19 in Kids,CoAID,TRUE,7,7,4.857142857,0,0,85.71428571,0,0,0,0,0,85.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428571
Considerations for Institutes of Higher Education,CoAID,TRUE,6,6,7.333333333,16.66666667,16.66666667,16.66666667,0,0,0,0,0,50.00000001,0,0,0,0,0,0,0,0,16.66666667,0,16.66666667,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,33.33333333,66.66666668
FDA Warns to Watch for 1 COVID-19 Tests,CoAID,TRUE,8,8,4,0,12.5,25,0,0,0,0,0,37.5,12.5,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,37.5,62.5
WHO Issues Criteria to Lift COVID-19 Lockdowns,CoAID,TRUE,7,7,5.714285714,0,0,42.85714286,0,0,0,14.28571429,0,57.14285715,14.28571429,0,0,0,0,14.28571429,28.57142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,85.71428573
Doctors Worry About COVID's Effects on Hispanics,CoAID,TRUE,7,7,6,0,42.85714286,14.28571429,0,0,0,0,0,57.14285715,0,0,0,0,14.28571429,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,14.28571429,0,0,0,0,0,42.85714286,71.42857144
35 new cases of COVID-19 confirmed by the Tom Green County Health Department,COVID Fake News Dataset,TRUE,13,13,4.923076923,0,7.692307692,46.15384615,0,0,0,0,0,53.84615384,0,0,0,7.692307692,0,0,7.692307692,7.692307692,0,0,7.692307692,0,0,0,0,0,0,7.692307692,7.692307692,0,0,15.38461538,0,0,0,0,0,0,0,0,0,30.76923076,69.23076923
WebMD Poll: Many Report Weight Gain During Shutdown,CoAID,TRUE,8,8,5.5,0,0,75,0,0,0,0,0,75,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,87.5
No evidence that mosquitoes can transmit the COVID-19 infection.,MythBusters,TRUE,9,9,6.222222222,22.22222222,11.11111111,0,0,0,0,0,0,33.33333333,11.11111111,0,0,0,0,0,11.11111111,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,22.22222222,0,0,11.11111111,0,11.11111111,0,0,0,0,0,0,0,44.44444444,55.55555555
EPA Adds to List of Coronavirus-Fighting Cleaners,CoAID,TRUE,7,7,6.142857143,0,0,71.42857143,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,14.28571429,0,0,28.57142858,71.42857143
Public Trust in Top Health Officials is Fading,CoAID,TRUE,8,8,4.875,0,0,62.5,0,0,0,0,0,62.5,0,0,12.5,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,87.5
For Child Care Programs That Remain Open,CoAID,TRUE,7,7,4.857142857,0,0,71.42857143,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,14.28571429,28.57142858,71.42857143
"Even with no shutdown, Sweden has a lower COVID-19 infection rate than UK, Italy and Spain.",COVID Fake News Dataset,TRUE,16,16,4.875,18.75,0,25,0,0,0,0,0,43.75,0,0,0,0,0,6.25,6.25,6.25,6.25,0,12.5,6.25,0,0,0,6.25,6.25,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,31.25,68.75
Coronavirus: Virological Findings from Patients Treated in a Munich Hospital,CoAID,TRUE,10,10,6.7,10,20,20,0,0,0,0,0,50,0,0,0,10,0,0,10,10,0,0,10,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,30,70
"One in Three Parents Plan to Skip Flu Shots for Their Kids During COVID-19 Pandemic, Poll Finds",CoAID,TRUE,17,17,4.764705882,0,5.882352941,52.94117647,0,0,0,0,0,58.82352941,0,0,0,0,5.882352941,0,5.882352941,0,0,0,0,0,0,0,0,0,0,11.76470588,0,0,0,17.64705882,0,0,0,0,0,0,5.882352941,0,0,35.29411764,64.70588235
Smoking Puts 1 in 3 Young Adults at High Risk for Severe COVID-19,CoAID,TRUE,13,13,4.076923077,7.692307692,7.692307692,38.46153846,0,0,0,0,0,53.84615384,0,0,7.692307692,0,0,0,7.692307692,0,0,0,0,0,0,0,0,0,0,15.38461538,0,0,0,23.07692308,0,0,0,0,0,0,0,0,0,38.46153846,61.53846154
"Medicare and coronavirus vaccine: Coverage, costs and more",CoAID,TRUE,8,7,6.625,25,12.5,12.5,0,0,0,0,0,50,0,0,0,0,0,0,0,12.5,12.5,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75
"Google to reopen offices from July 6, will give employees working from home Rs 75K allowance",COVID Fake News Dataset,TRUE,16,15,4.9375,12.5,12.5,18.75,0,0,0,0,0,43.75,12.5,0,6.25,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,6.25,0,0,0,0,6.25,0,0,37.5,62.5
COVID the Third-Leading Cause of Death in the U.S.,CoAID,TRUE,9,8,4.666666667,0,0,44.44444444,0,0,0,0,0,44.44444444,11.11111111,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,22.22222222,0,0,0,0,0,0,0,0,0,44.44444444,55.55555555
Reducing Stigma,CoAID,TRUE,2,2,7,50,0,0,0,0,0,0,0,50,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Study: Remdesivir Does Not Reduce COVID Mortality,CoAID,TRUE,7,7,6.142857143,14.28571429,0,71.42857143,0,0,0,0,0,85.71428572,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Hispanic Americans Being Hit Hard By COVID-19,CoAID,TRUE,7,7,5.571428571,0,0,42.85714286,14.28571429,0,0,0,0,57.14285715,0,0,14.28571429,0,0,0,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428573
No evidence that echinacea can lower your risk of contracting it.,MythBusters,TRUE,11,11,5,27.27272727,0,0,0,9.090909091,9.090909091,0,0,45.45454545,9.090909091,0,9.090909091,0,0,0,18.18181818,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,18.18181818,0,9.090909091,0,0,0,0,0,0,0,36.36363636,63.63636363
Widespread face mask use can control COVID-19 outbreak,CoAID,TRUE,8,8,5.875,50,0,12.5,0,0,0,0,0,62.5,12.5,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,87.5
Covid-19 Risks Overwhelming Beirut as Blast Knocks Out Hospitals,COVID Fake News Dataset,TRUE,9,9,6.222222222,0,0,77.77777778,0,0,0,0,0,77.77777778,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,11.11111111,88.88888889
"UP reports 4,475 new COVID-19 cases, 54 fresh deaths",COVID Fake News Dataset,TRUE,9,9,5.111111111,0,33.33333333,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,33.33333333,0,0,33.33333333,0,0,0,0,0,0,22.22222222,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,33.33333333,66.66666666
Visiting Beaches and Pools,CoAID,TRUE,4,4,5.75,0,0,50,0,0,0,0,0,50,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75
"Global partnership to make available 120 million affordable, quality COVID-19 rapid tests for low- and middle-income countries",CoAID,TRUE,17,17,6.588235294,11.76470588,11.76470588,11.76470588,0,0,0,0,0,35.29411764,5.882352941,0,0,0,0,0,5.882352941,29.41176471,0,0,29.41176471,0,0,0,0,0,5.882352941,11.76470588,0,0,0,5.882352941,0,0,0,0,0,0,5.882352941,0,0,29.4117647,70.58823529
How to Handwash Your Clothes,ReCOVery,TRUE,5,5,4.8,0,20,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,40,60
"Coronavirus: More new cases in Bay Area, but hospitalization rates continue to fall",ReCOVery,TRUE,13,13,5.615384615,15.38461538,15.38461538,15.38461538,0,0,0,0,0,46.15384614,7.692307692,0,0,0,7.692307692,0,15.38461538,7.692307692,7.692307692,0,15.38461538,0,0,0,0,0,7.692307692,0,0,0,0,7.692307692,0,0,0,0,0,0,7.692307692,0,0,23.07692308,76.92307691
COVID Rates Likely 10 Times Higher Than Reported,CoAID,TRUE,8,8,5.125,12.5,12.5,12.5,0,0,0,0,0,37.5,0,12.5,0,0,0,12.5,25,12.5,12.5,0,25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,87.5
Sick Parents and Caregivers,CoAID,TRUE,4,4,6,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75
Why Women Are Taking the COVID-19 Pandemic More Seriously Than Men,CoAID,TRUE,11,11,5.090909091,9.090909091,9.090909091,27.27272727,0,0,0,0,0,45.45454545,0,0,9.090909091,0,9.090909091,0,18.18181818,9.090909091,0,0,9.090909091,9.090909091,0,0,9.090909091,18.18181818,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,90.90909091
Wearing a Mask May Reduce How Sick You Get from COVID-19,CoAID,TRUE,11,11,4.181818182,0,0,54.54545455,0,9.090909091,0,0,0,63.63636364,0,0,9.090909091,0,9.090909091,0,18.18181818,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,0,0,18.18181818,81.81818182
Interim Guidance on Developing a COVID-19 Case Investigation & Contact Tracing Plan: Overview,CoAID,TRUE,13,13,6.230769231,15.38461538,0,46.15384615,0,0,0,0,0,61.53846153,0,0,7.692307692,0,0,0,7.692307692,7.692307692,0,0,7.692307692,0,0,0,0,0,7.692307692,0,7.692307692,0,0,7.692307692,0,0,0,0,0,0,0,0,0,23.07692308,76.92307691
A protein that helps to fight viruses can also block lung damage repair,CoAID,TRUE,13,13,4.538461538,30.76923077,7.692307692,0,0,0,0,0,0,38.46153846,15.38461538,0,0,0,0,7.692307692,23.07692307,0,0,0,0,7.692307692,0,0,0,7.692307692,0,0,7.692307692,0,0,0,0,7.692307692,0,0,0,0,7.692307692,0,7.692307692,30.76923077,69.23076923
New study pinpoints loss of smell and taste as COVID-19 symptoms,CoAID,TRUE,11,11,4.909090909,36.36363636,18.18181818,18.18181818,0,0,0,0,0,72.72727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,18.18181818,0,0,0,0,0,0,0,0,0,27.27272727,72.72727272
COMMENTARY: COVID-19 Diary Day 6: Clinicians' Choices Shouldn't Be Judged,CoAID,TRUE,10,10,6.4,10,10,30,10,0,0,0,0,60,0,0,0,10,10,0,20,10,0,0,10,10,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,20,100
Interim Guidance for Administrators of US K-12 Schools and Childcare Programs,CoAID,TRUE,11,11,6.090909091,0,0,63.63636364,9.090909091,0,0,0,0,72.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,18.18181818,0,0,0,0,0,0,0,0,0,27.27272727,72.72727273
Ottawa to provide additional $305M to Indigenous communities for COVID-19 support,COVID Fake News Dataset,TRUE,11,10,6.454545455,9.090909091,9.090909091,27.27272727,0,0,0,0,0,45.45454545,9.090909091,0,0,0,0,0,9.090909091,9.090909091,0,0,9.090909091,0,0,0,0,0,0,9.090909091,0,0,0,9.090909091,0,0,0,0,0,0,18.18181818,0,0,36.36363636,63.63636363
110 bipartisan leaders: Congress needs to reform itself in wake of coronavirus,ReCOVery,TRUE,12,12,5.583333333,16.66666667,8.333333333,8.333333333,0,8.333333333,0,0,0,41.66666667,8.333333333,0,0,0,0,8.333333333,16.66666667,8.333333333,0,0,8.333333333,0,0,0,0,0,0,8.333333333,0,0,0,16.66666667,0,0,0,0,0,0,8.333333333,0,0,33.33333334,66.66666667
COVID-19: Drug targets enzymes that enable virus to invade,CoAID,TRUE,9,9,5.555555556,11.11111111,11.11111111,11.11111111,0,0,0,0,0,33.33333333,11.11111111,0,0,0,0,11.11111111,22.22222222,22.22222222,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,11.11111111,0,0,22.22222222,77.77777777
Nasal Vaccine Against COVID-19 Prevents Infection in Mice,CoAID,TRUE,8,8,6.25,0,0,75,12.5,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,87.5
Guidance for K-12 School Administrators on the Use of Masks in Schools,CoAID,TRUE,12,12,4.916666667,8.333333333,0,41.66666667,8.333333333,0,0,0,0,58.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,33.33333333,0,0,0,0,0,0,0,0,0,41.66666666,58.33333334
How to Tell If the Air Is Safe Enough to Exercise Outside,CoAID,TRUE,12,11,3.833333333,0,0,25,0,0,0,0,0,25,8.333333333,0,0,0,0,8.333333333,16.66666667,8.333333333,0,0,8.333333333,8.333333333,0,0,8.333333333,16.66666667,0,0,8.333333333,0,0,8.333333333,0,0,0,0,0,0,16.66666667,0,0,33.33333334,66.66666667
The Pause: Honoring the Dead in COVID-19 to Advance Care,CoAID,TRUE,10,10,4.7,10,0,30,0,0,0,0,0,40,0,0,10,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,10,0,0,40,60
Another COVID Symptom Joins the List: Mouth Rash,CoAID,TRUE,8,8,5.125,12.5,0,50,0,0,0,0,0,62.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,75
"Amid PPE Shortage, Clinicians Face Harassment, Firing for Self-Care",CoAID,TRUE,9,9,6.777777778,0,0,77.77777778,0,0,0,0,0,77.77777778,0,0,11.11111111,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,11.11111111,88.88888889
CDC COVID Data Tracker Update,CoAID,TRUE,5,5,5,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
The Unusual COVID-19 Symptoms You Can Miss,CoAID,TRUE,7,7,5.142857143,0,0,28.57142857,0,14.28571429,0,0,0,42.85714286,14.28571429,0,0,0,0,0,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,14.28571429,0,0,0,0,14.28571429,0,0,0,0,0,0,0,28.57142858,71.42857144
What We Know About the Long-Term Effects of COVID-19,CoAID,TRUE,9,9,4.888888889,0,11.11111111,11.11111111,0,11.11111111,0,11.11111111,0,44.44444444,0,0,0,0,11.11111111,0,11.11111111,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,11.11111111,0,0,22.22222222,0,0,0,0,0,0,0,0,0,33.33333333,66.66666666
"Notes from the Field: Universal Statewide Laboratory Testing for SARS-CoV-2 in Nursing Homes - West Virginia, April 21-May 8, 2020",CoAID,TRUE,20,20,5.65,0,5,55,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,15,0,0,0,0,0,0,0,0,0,35,60
Trump threatens to withhold aid to 2 states over expanded voting by mail,ReCOVery,TRUE,13,12,4.615384615,30.76923077,7.692307692,0,0,0,0,0,0,38.46153846,7.692307692,0,0,7.692307692,0,7.692307692,23.07692308,0,0,0,0,0,0,0,0,0,0,7.692307692,0,0,0,15.38461538,0,0,0,0,0,0,15.38461538,0,0,38.46153845,61.53846154
China reports 25 coronavirus deaths; US prepares evacuation,ReCOVery,TRUE,8,8,6.5,12.5,25,25,0,0,0,0,0,62.5,0,0,0,0,0,12.5,12.5,12.5,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,87.5
Interim Guidance for Ships on Managing Suspected Coronavirus Disease 2019,CoAID,TRUE,10,10,6.4,0,0,70,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,30,70
Deployment Processes: COVID-19 Considerations,CoAID,TRUE,4,4,10.5,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Pfizer CEO Rules Out Vaccine Before Election Day,CoAID,TRUE,8,8,5.125,0,0,87.5,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,87.5
Hospitals May Have to Ration Care as COVID-19 Hits Record Highs,CoAID,TRUE,11,11,4.818181818,0,9.090909091,63.63636364,0,0,0,0,0,72.72727273,0,0,0,0,9.090909091,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,9.090909091,0,0,18.18181818,81.81818182
Strategies for Optimizing the Supply of PPE,CoAID,TRUE,7,7,5.285714286,14.28571429,14.28571429,14.28571429,0,0,0,0,0,42.85714287,0,0,14.28571429,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,28.57142857,0,0,0,0,0,0,0,0,0,42.85714286,57.14285716
Tiny Antibody Component Highly Effective Against SARS-COV-2 in Animal Studies,CoAID,TRUE,10,10,6.8,0,10,80,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,90
